isotopeLabel,compound,formula,M,H,L,N,I,G,E,F,J,K,C,A,B,D
C13-label-3,TG(18:2_18:3_18:3),C57H97O6N,1412946.5,1996208,505602.03,899176.5,839373.69,NA,704971.75,2548214.75,1615989,2006923.88,NA,2041868,1963851.62,2427976.75
C13-label-32,TG(18:2_18:3_18:3),C57H97O6N,0,0,0,0,13730.1,NA,0,0,0,0,NA,0,0,0
C13-label-34,TG(18:2_18:3_18:3),C57H97O6N,21087.55,24092.67,0,0,0,NA,12719.15,22624.72,0,28706.97,NA,45528.58,28383.28,33471.02
C13-label-35,TG(18:2_18:3_18:3),C57H97O6N,18257.9,0,0,0,0,NA,29301.1,0,42691.4,30991.24,NA,61227.13,71693.04,26844.63
C13-label-36,TG(18:2_18:3_18:3),C57H97O6N,246074.14,356831.38,66306.82,57847.43,65939.41,NA,385174,621540.56,554551.31,768618.94,NA,1046136.94,643332.25,1045999.69
C13-label-37,TG(18:2_18:3_18:3),C57H97O6N,59643.68,55972.66,0,0,27473.8,NA,131049.88,115165.98,142162.27,135226.23,NA,214114.45,131239.33,265030.19
C13-label-4,TG(18:2_18:3_18:3),C57H97O6N,214840.17,345492.62,110693.12,153042.59,122111.15,NA,153044.27,463878.91,287532.53,321566.28,NA,384852.91,334272.31,440848.12
C13-label-55,TG(18:2_18:3_18:3),C57H97O6N,0,0,0,0,0,NA,19055.65,0,0,0,NA,0,0,0
C12 PARENT,TG(18:2_18:3_18:4),C57H95O6N,8013374,14319155,4681869.5,5865576,6116793.5,NA,4717709.5,15263648,16825078,17758826,NA,17090562,20138442,16082003
C13-label-1,TG(18:2_18:3_18:4),C57H95O6N,4976462.5,8132350,3069176.25,3722084.75,3854449.25,NA,2976201.25,10022988,10659117,11212980,NA,10857647,12974483,10896387
C13-label-12,TG(18:2_18:3_18:4),C57H95O6N,0,0,0,0,0,NA,0,0,14334.78,0,NA,0,0,0
C13-label-18,TG(18:2_18:3_18:4),C57H95O6N,531908.69,806433.5,222294.88,264183.09,372772.25,NA,512445.16,973249.31,1770726,2242012.75,NA,1856998.38,2337125.25,1747482.38
C13-label-19,TG(18:2_18:3_18:4),C57H95O6N,234329.58,349644.62,122929.35,54218.02,125518.52,NA,240499.06,367591.25,550790.19,773528.31,NA,768420.56,1130112.38,821018.69
C13-label-2,TG(18:2_18:3_18:4),C57H95O6N,1875227.12,2899775,966569.81,1230583,1226798.12,NA,690863.5,3553659.25,3728153.25,4026769.25,NA,3933624,4800176,4041876
C13-label-3,TG(18:2_18:3_18:4),C57H95O6N,547448.31,435640.72,262255.97,377714.53,567844.81,NA,283355.88,1228651.38,471691.59,1507507.5,NA,1547066,1817404.88,1120204.88
C13-label-32,TG(18:2_18:3_18:4),C57H95O6N,0,0,0,0,0,NA,0,0,0,0,NA,12302.7,0,0
C13-label-33,TG(18:2_18:3_18:4),C57H95O6N,13267.69,0,0,0,0,NA,0,0,0,0,NA,0,15264.09,0
C13-label-39,TG(18:2_18:3_18:4),C57H95O6N,0,0,0,0,0,NA,0,0,13994.12,0,NA,0,0,0
C13-label-4,TG(18:2_18:3_18:4),C57H95O6N,303173.88,241823.92,99094.7,97187.2,146963.77,NA,53976.72,188131.94,198755.92,408965.41,NA,440923.5,472347.16,476507.34
C13-label-44,TG(18:2_18:3_18:4),C57H95O6N,0,0,0,0,9310.4,NA,0,0,0,0,NA,11668.09,0,0
C13-label-56,TG(18:2_18:3_18:4),C57H95O6N,0,0,7199.85,0,0,NA,0,0,0,0,NA,0,0,0
C12 PARENT,TG(18:2_18:4_22:6),C61H97O6N,20305558,23185184,4699513.5,8134562.5,9968814,NA,12304793,20580138,17009754,23426912,NA,18526090,15223736,23910698
C13-label-1,TG(18:2_18:4_22:6),C61H97O6N,11748715,14964205,3204752,5578873.5,6592954.5,NA,8438735,14034424,11482613,16333653,NA,13083252,10614869,17127510
C13-label-14,TG(18:2_18:4_22:6),C61H97O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,16385.84,0
C13-label-17,TG(18:2_18:4_22:6),C61H97O6N,163756.02,156864.27,15837.28,25279.47,58191.72,NA,146456.67,132100.36,145982.48,248670.02,NA,223156.2,279584.88,354401.03
C13-label-18,TG(18:2_18:4_22:6),C61H97O6N,1761237.62,2021634.88,307487.25,541457.69,655262.81,NA,1972794.62,2017873.88,2088840.5,3390910.75,NA,2996361.25,2532174,3610342
C13-label-19,TG(18:2_18:4_22:6),C61H97O6N,1020350.56,1097325.5,215606.55,319284.41,382528.16,NA,953520.06,1153131.38,1033519.56,1768988.62,NA,1529366.12,1314074.88,1998852
C13-label-2,TG(18:2_18:4_22:6),C61H97O6N,4749631.5,5620555.5,1031437,1923579.5,2424334,NA,3378030.75,5162119.5,4377023.5,6223898.5,NA,4765897.5,3877782,6499184
C13-label-20,TG(18:2_18:4_22:6),C61H97O6N,335396.34,185349.17,73957.8,173224.95,109042.16,NA,289808.62,211984.58,343861.22,476587.59,NA,503260.16,431264.22,508334.66
C13-label-27,TG(18:2_18:4_22:6),C61H97O6N,0,0,0,4293.29,0,NA,14842.27,0,7652.94,0,NA,0,0,0
C13-label-32,TG(18:2_18:4_22:6),C61H97O6N,16925.83,7775.83,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-44,TG(18:2_18:4_22:6),C61H97O6N,0,0,10012.68,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-9,TG(18:2_18:4_22:6),C61H97O6N,26423.6,0,8832.65,36245.88,5654.25,NA,0,0,15390.13,12554.1,NA,0,11263.3,0
C12 PARENT,TG(19:0_18:1_18:2),C58H109O6N,44123636,75316280,33275918,43417068,43740800,NA,13061200,76152256,24343426,33785508,NA,23126882,32578280,21095232
C13-label-1,TG(19:0_18:1_18:2),C58H109O6N,28185914,49571024,22092182,27904362,27760678,NA,7802460.5,48162240,15385565,21319438,NA,15274519,21470668,14445884
C13-label-17,TG(19:0_18:1_18:2),C58H109O6N,95425.84,152081.12,42823.21,140972.8,127917.63,NA,49657.93,261792.38,82719.59,119015.95,NA,153608.14,213385.7,144315.69
C13-label-18,TG(19:0_18:1_18:2),C58H109O6N,1173923.38,1307351,838366.44,1401817,916382.56,NA,924367.81,2266878.75,1260303,1976123.38,NA,1680715.38,2815332,1668116.5
C13-label-19,TG(19:0_18:1_18:2),C58H109O6N,629360.06,875784.81,412479.75,694956,637741.69,NA,422700.66,1267463.5,743317.25,948624.44,NA,917942.75,1745707.38,1032809
C13-label-2,TG(19:0_18:1_18:2),C58H109O6N,9553225,16655353,7548976,9990160,9826935,NA,3152019.25,18397006,5547821.5,8320788,NA,6028197.5,8871335,5059235.5
C13-label-20,TG(19:0_18:1_18:2),C58H109O6N,207883.3,333821.72,119663.95,305858.72,150928.67,NA,170748.2,283432.75,224733.8,368256.25,NA,353698.09,692138.38,344431.53
C13-label-21,TG(19:0_18:1_18:2),C58H109O6N,39340.08,38416.79,44460.29,35743.86,26464.74,NA,55133.76,138391.41,86462.08,135977.98,NA,111520.98,104449.74,57409.79
C13-label-27,TG(19:0_18:1_18:2),C58H109O6N,27478.04,0,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-28,TG(19:0_18:1_18:2),C58H109O6N,0,0,0,25043.65,0,NA,0,0,0,0,NA,0,0,0
C13-label-3,TG(19:0_18:1_18:2),C58H109O6N,2203414.5,3784181.75,1816097.5,2597176,2435366,NA,784753.25,4453491,1433152.12,2382135.5,NA,1531942.62,2549937.25,1556965
C13-label-30,TG(19:0_18:1_18:2),C58H109O6N,0,0,0,0,0,NA,14780.09,0,0,0,NA,0,0,0
C13-label-4,TG(19:0_18:1_18:2),C58H109O6N,472139.91,739193.44,274466.59,585339.81,382916.22,NA,195245.67,950556.75,287697.72,554610.44,NA,436214.38,560679.5,350523.53
C13-label-42,TG(19:0_18:1_18:2),C58H109O6N,0,0,19493.33,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-6,TG(19:0_18:1_18:2),C58H109O6N,24401.6,0,0,20526.76,26504.59,NA,0,42558.02,0,28790.13,NA,20376.78,25585.92,0
C12 PARENT,TG(20:1_18:2_22:6),C63H107O6N,68626952,76257824,60840460,79171032,97491048,NA,57143332,90411368,75377688,81788552,NA,68100552,87794552,67254368
C13-label-1,TG(20:1_18:2_22:6),C63H107O6N,46746308,51235392,42528552,56787600,68948280,NA,39902540,61937844,53495532,55389940,NA,46006524,59073440,46890932
C13-label-17,TG(20:1_18:2_22:6),C63H107O6N,236894.33,267765.72,0,171976.2,311984.91,NA,441952,274820.97,262128.12,396478.5,NA,788455.69,1000689.31,169368.23
C13-label-18,TG(20:1_18:2_22:6),C63H107O6N,4278059.5,4111611.25,3455791.25,3588070,5081203.5,NA,6661166.5,5412217,6350383.5,7487260,NA,6867789.5,9724955,6900684
C13-label-19,TG(20:1_18:2_22:6),C63H107O6N,2368732.5,1865870,1448671.5,2272466,1973508.38,NA,3842020.75,2629501.75,3117289.75,3326382.75,NA,3001639.25,4833658.5,3332415.75
C13-label-2,TG(20:1_18:2_22:6),C63H107O6N,19248584,19118110,15741889,22649642,26915776,NA,17468014,25053066,22264878,23936286,NA,19561002,26576066,19595684
C13-label-20,TG(20:1_18:2_22:6),C63H107O6N,788973.19,526138.44,182167.55,320960.16,470327.84,NA,901044.5,668674.94,524026.88,819862.06,NA,1340553.12,2272633,1083756.5
C13-label-21,TG(20:1_18:2_22:6),C63H107O6N,114419.62,127703.16,0,0,150806.11,NA,187807.77,0,243491.75,115587.94,NA,294782.03,204663.69,179237.45
C13-label-22,TG(20:1_18:2_22:6),C63H107O6N,0,0,0,0,0,NA,0,0,63024.5,0,NA,0,0,0
C13-label-34,TG(20:1_18:2_22:6),C63H107O6N,0,94478.73,0,0,0,NA,0,0,0,63716.94,NA,0,0,0
C12 PARENT,TG(18:1_18:2_18:2),C57H103O6N,6050214.5,8259284.5,4776859.5,5087009.5,5262292,NA,4008208.75,7339764.5,6930195.5,3459553.75,NA,4943162.5,7846013.5,6440500.5
C13-label-1,TG(18:1_18:2_18:2),C57H103O6N,3792103.75,5764102.5,3201165,3719765.25,4250136,NA,2527445.75,4247685.5,4340700,2321042.75,NA,3247031.25,5412514.5,4870542.5
C13-label-11,TG(18:1_18:2_18:2),C57H103O6N,0,0,0,0,0,NA,33160.49,0,201790.17,0,NA,0,0,0
C13-label-12,TG(18:1_18:2_18:2),C57H103O6N,79647.05,0,0,0,78843.47,NA,0,0,0,0,NA,0,0,0
C13-label-13,TG(18:1_18:2_18:2),C57H103O6N,385071.91,357577.47,0,184461.98,284419.16,NA,0,0,588672.44,0,NA,0,451846.41,0
C13-label-14,TG(18:1_18:2_18:2),C57H103O6N,105802.16,0,0,0,0,NA,58166.42,167203.11,100793.97,0,NA,418533.91,186143.44,572169.31
C13-label-15,TG(18:1_18:2_18:2),C57H103O6N,0,0,0,0,0,NA,0,0,213048.48,86489.93,NA,0,237541.73,170252.77
C13-label-18,TG(18:1_18:2_18:2),C57H103O6N,899756.31,1549040,800147.19,1077414.12,909484.06,NA,1507267,1372752,1781631.62,1261970.25,NA,2041120.88,3509880.75,2292453.75
C13-label-19,TG(18:1_18:2_18:2),C57H103O6N,692344.44,609115.94,430015.72,262109.12,431873.16,NA,706496,649690.56,1047904,400222.09,NA,395891,1206449.75,1048518.69
C13-label-2,TG(18:1_18:2_18:2),C57H103O6N,1420003.62,1778633.12,993800.56,1213842.88,1455587,NA,972476.94,1801896.38,1599958,499794.16,NA,1571763.62,1943208.38,1742926.62
C13-label-20,TG(18:1_18:2_18:2),C57H103O6N,0,0,39351.84,110791.84,89923.12,NA,201037.17,0,221959.52,128674.91,NA,233661.5,164936.14,207655.31
C13-label-3,TG(18:1_18:2_18:2),C57H103O6N,267768.44,209263.55,341363.28,253838.73,157995.77,NA,154953.89,222747.67,477264.5,140430.31,NA,277423.34,560105.25,223797.11
C13-label-34,TG(18:1_18:2_18:2),C57H103O6N,64008.54,0,0,172453.2,61820.86,NA,0,0,0,0,NA,0,0,0
C13-label-35,TG(18:1_18:2_18:2),C57H103O6N,0,0,0,0,70175.24,NA,0,0,0,0,NA,0,0,0
C13-label-36,TG(18:1_18:2_18:2),C57H103O6N,0,0,62941.14,0,0,NA,142256.12,0,110650.16,81496.58,NA,100852.41,278817.97,165333.95
C13-label-4,TG(18:1_18:2_18:2),C57H103O6N,0,0,0,70538.57,0,NA,0,0,0,0,NA,0,0,0
