isotopeLabel,compound,formula,M,H,L,N,I,G,E,F,J,K,C,A,B,D
C13-label-16,TG(18:1_16:0_20:3),C57H105O6N,2939104.25,4277292.5,2405261,2748022.75,4243428.5,NA,3995558.25,5482992,3779945.75,4087658.75,NA,4867275.5,6898976.5,6160608.5
C13-label-17,TG(18:1_16:0_20:3),C57H105O6N,9937279,10185365,9574857,12110853,10788458,NA,12006179,14278877,17097170,15984464,NA,17390902,24329086,17126376
C13-label-18,TG(18:1_16:0_20:3),C57H105O6N,136462896,140044128,138500272,143223312,165719280,NA,176841360,205523520,204459728,273407712,NA,241918016,325323168,241288272
C13-label-19,TG(18:1_16:0_20:3),C57H105O6N,59224292,65454192,62257644,67151888,72327208,NA,80187720,89665752,91164640,120260160,NA,100641208,145082992,109760544
C13-label-2,TG(18:1_16:0_20:3),C57H105O6N,422093344,464693088,382412288,385754848,474854400,NA,241369136,471156640,361842848,361488384,NA,300149600,407290592,317957216
C13-label-20,TG(18:1_16:0_20:3),C57H105O6N,16322957,17105192,14968131,16224209,15689309,NA,19718768,22225848,23073824,33921676,NA,28031034,42968432,28713646
C13-label-21,TG(18:1_16:0_20:3),C57H105O6N,3632352,3656850.25,2917498.25,3248305.75,3545306.75,NA,4289106.5,5402755,4270388.5,5908163.5,NA,6643188.5,9091665,5767566
C13-label-22,TG(18:1_16:0_20:3),C57H105O6N,453524,935111.5,337274.28,327564.84,380242.59,NA,738655.5,685732.25,1031100.69,1097066.38,NA,1186914.5,2385197.75,1693685.62
C13-label-23,TG(18:1_16:0_20:3),C57H105O6N,152942.02,0,143041.86,247555.61,288061.03,NA,0,285311.22,0,410765.75,NA,150686.05,557201.94,195564.64
C13-label-3,TG(18:1_16:0_20:3),C57H105O6N,87311096,104851200,78548184,85586416,104363592,NA,61302260,112917400,75482944,89487128,NA,71911040,100052768,76628416
C13-label-33,TG(18:1_16:0_20:3),C57H105O6N,0,0,0,0,0,NA,0,0,261367.62,0,NA,0,0,0
C13-label-34,TG(18:1_16:0_20:3),C57H105O6N,0,0,0,148392.89,0,NA,242311.7,421368.09,0,0,NA,297836.88,612194,85726.44
C13-label-35,TG(18:1_16:0_20:3),C57H105O6N,340297.16,370000.72,79856.25,0,91321.8,NA,382035.84,242158.81,452541.91,650516.5,NA,690028.81,1195489,1115747.5
C13-label-37,TG(18:1_16:0_20:3),C57H105O6N,827058.75,554808.94,114064.04,289197.84,494967.91,NA,540890.69,820058,659758.81,1025993.5,NA,1729980.5,2881315.75,1454878.5
C13-label-4,TG(18:1_16:0_20:3),C57H105O6N,15686795,17651774,14600925,17805160,20070038,NA,9097965,21446234,15001660,17704680,NA,15357568,25241350,16892850
C13-label-5,TG(18:1_16:0_20:3),C57H105O6N,2617155,3447003.75,2791155.75,3757483.25,3508357.75,NA,1884651.38,4863535.5,2287192.25,3757267.25,NA,4170601,5501439.5,3574013.75
C13-label-6,TG(18:1_16:0_20:3),C57H105O6N,711750.75,979894.31,339388.75,1157443.88,987369.5,NA,269443.25,1980813.12,467713.41,882321,NA,1518156.12,1798027.5,1471035
C12 PARENT,TG(18:1_18:1_20:1),C59H111O6N,299382944,496840800,218746320,346802112,315188608,NA,116020840,540797760,154719632,220868240,NA,165886992,222467376,152219136
C13-label-1,TG(18:1_18:1_20:1),C59H111O6N,195065680,338202368,145026432,225682096,207699600,NA,72150096,361225856,101879800,150606000,NA,113379776,150244304,105254824
C13-label-16,TG(18:1_18:1_20:1),C59H111O6N,220713.58,338389.19,51753.8,289056.72,181212.3,NA,155146.42,504878.59,172798.67,310403,NA,506576.91,442703.72,373383.75
C13-label-2,TG(18:1_18:1_20:1),C59H111O6N,73651816,120864984,58672732,94749960,84109464,NA,33615036,145016000,42587820,66914068,NA,52937060,73832568,48656064
C13-label-20,TG(18:1_18:1_20:1),C59H111O6N,1630701.38,1638715.5,646806,2745131,1959193.38,NA,1960866,4372778.5,1757614.12,3052342.75,NA,4006363.25,4338264.5,2474167.25
C13-label-21,TG(18:1_18:1_20:1),C59H111O6N,412711.47,381348.62,144317.44,929527.69,552966.31,NA,598373,1051886.5,488469.34,849143.81,NA,1390846.5,1357109.38,901128.69
C13-label-22,TG(18:1_18:1_20:1),C59H111O6N,79011.12,149879.67,19590.33,160958.02,170207.83,NA,171583.62,432213.84,235248.5,226161.38,NA,441452.28,538876.56,312848.84
C13-label-25,TG(18:1_18:1_20:1),C59H111O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,56555.52,0
C13-label-3,TG(18:1_18:1_20:1),C59H111O6N,18822538,31191430,14350452,26515146,23551120,NA,9764099,38557368,13313552,20927224,NA,18707412,26078558,14707693
C13-label-34,TG(18:1_18:1_20:1),C59H111O6N,0,0,0,0,0,NA,0,71758.63,0,0,NA,0,0,0
C13-label-4,TG(18:1_18:1_20:1),C59H111O6N,4828237,7492861.5,3590710.25,8328577.5,5199356,NA,2893924,9584097,3307298,6255066.5,NA,5518999.5,8813304,4303010.5
C13-label-5,TG(18:1_18:1_20:1),C59H111O6N,1001742.31,1424212.12,767934.06,1869043.62,1295647.38,NA,595700.25,2721629.25,1010061.31,1611180.88,NA,1251283.75,2296806,1044935.56
C13-label-6,TG(18:1_18:1_20:1),C59H111O6N,225630.77,446782.88,169080.08,541105.75,383916.59,NA,173761.39,977024.69,248067.64,510311.12,NA,471309.72,1021498,342127.62
C13-label-7,TG(18:1_18:1_20:1),C59H111O6N,0,53347.68,26473.54,93463.55,79146.63,NA,28106.27,276370.5,9003.72,113696.98,NA,93290.63,308676.16,182602.5
C12 PARENT,TG(18:1_18:1_21:5),C60H105O6N,12341489,14897225,9564036,13864909,14633599,NA,5649154.5,14720685,11289352,14124061,NA,10594324,10890189,10739201
C13-label-1,TG(18:1_18:1_21:5),C60H105O6N,7650297.5,10017369,7124150.5,9444777,10999823,NA,4666034,9597182,7154662.5,9063490,NA,6804582.5,7780026,7213572
C13-label-12,TG(18:1_18:1_21:5),C60H105O6N,0,297106.94,272715.41,133489.58,179793.48,NA,68951.74,196074.12,126714.29,210627.25,NA,147673.47,221228.12,139209.94
C13-label-13,TG(18:1_18:1_21:5),C60H105O6N,0,222006.67,108034.55,0,169175.73,NA,32758.25,0,0,0,NA,182949.14,95522.7,0
C13-label-18,TG(18:1_18:1_21:5),C60H105O6N,105612.27,244162.33,329601.09,236763.14,384686.28,NA,226842.8,703245.75,760140.81,984023.31,NA,756181.25,1075375.25,803792.25
C13-label-19,TG(18:1_18:1_21:5),C60H105O6N,0,0,122133.38,222135.38,249445.23,NA,147482.48,140252.42,379631.09,232965.61,NA,275653.62,410592.22,464251.88
C13-label-2,TG(18:1_18:1_21:5),C60H105O6N,3198380.75,2952308,2519772.75,3819822.25,3554890.25,NA,1572026.12,4432349.5,2634726.25,3235567.75,NA,2922255.25,3561418,2834976.75
C13-label-3,TG(18:1_18:1_21:5),C60H105O6N,2785142.25,2388765.75,1858868.12,2257706,2832354.25,NA,811908.81,2404634.25,2365955.75,2263003.25,NA,1811126,2513180,1552309
C13-label-4,TG(18:1_18:1_21:5),C60H105O6N,1155350.12,828931.75,733841.81,1303428.38,1537397,NA,841011.19,1224378.88,869440.56,1192951,NA,760906,897393.44,951677.81
C13-label-5,TG(18:1_18:1_21:5),C60H105O6N,0,76964.3,0,346033.12,449638.88,NA,0,0,0,0,NA,0,0,189114.23
C12 PARENT,TG(18:1_18:1_22:6),C61H105O6N,634620992,669032704,472082144,609725760,710773504,NA,409732448,860244288,603862208,716034240,NA,610602048,685005120,559427456
C13-label-1,TG(18:1_18:1_22:6),C61H105O6N,436652384,451738880,320768896,420066464,479659424,NA,279390976,569569664,414062048,517589600,NA,430124576,472402176,397217568
C13-label-17,TG(18:1_18:1_22:6),C61H105O6N,752359.5,556651,305027.72,495018.25,496623.78,NA,812618.81,836783.69,1499032.12,1472833.38,NA,1701030.88,2195121.25,2205654.75
C13-label-2,TG(18:1_18:1_22:6),C61H105O6N,150685744,166200448,119259160,160484000,171028944,NA,102639032,216538672,155045056,186752304,NA,164813248,182430704,151575600
C13-label-22,TG(18:1_18:1_22:6),C61H105O6N,0,0,0,0,0,NA,63018.19,84643.7,0,0,NA,235748.62,121669.41,130098.21
C13-label-3,TG(18:1_18:1_22:6),C61H105O6N,37827844,39976740,30247990,39836848,42805620,NA,27134514,54202356,36524204,49857648,NA,42091680,50722000,36700328
C13-label-4,TG(18:1_18:1_22:6),C61H105O6N,7655536,8650866,6540070.5,8510237,8462895,NA,6127125.5,12898052,7886302,11695767,NA,11079716,12802693,9541281
C12 PARENT,TG(18:1_19:1_22:6),C62H107O6N,5393322.5,4507158.5,5503013.5,5771686,7361806,NA,3392970.75,6496764.5,6173677.5,7122710.5,NA,5284278.5,7467214,4776344
C13-label-1,TG(18:1_19:1_22:6),C62H107O6N,3524399.75,4589412,3441676,3682158.25,5120396,NA,2539680.75,4532931.5,4072327,5359184.5,NA,3377888.75,4913341,3444547.75
C13-label-2,TG(18:1_19:1_22:6),C62H107O6N,1365065.88,1239046.62,1423686,1444453,1800564,NA,873878,1337637.5,2135247,2532703.5,NA,1229109,2333243.25,1403889.62
C13-label-3,TG(18:1_19:1_22:6),C62H107O6N,790809.56,1542463.88,617108.06,990034.81,1035267.81,NA,524387.56,1433248.12,1225929.75,997904.56,NA,1018633,921337.44,1162199.5
C13-label-4,TG(18:1_19:1_22:6),C62H107O6N,399277.84,498700.22,379758.84,938696.31,566035.31,NA,220130.31,860710.75,356255.25,508285.75,NA,469716.5,723456.25,454290.72
C13-label-8,TG(18:1_19:1_22:6),C62H107O6N,197366.89,0,52176.91,0,120735.66,NA,92830.65,98197.2,73574.98,0,NA,0,121449.09,0
C12 PARENT,TG(18:1_20:1_22:6),C63H109O6N,30160434,41259252,52182628,51627004,64254740,NA,24498350,54339840,51192972,71097192,NA,49155536,73467440,44852416
C13-label-1,TG(18:1_20:1_22:6),C63H109O6N,19669646,27468498,36348124,37074036,43224640,NA,16862868,36348356,37482032,48375380,NA,35867380,51283052,31265840
C13-label-16,TG(18:1_20:1_22:6),C63H109O6N,0,0,0,0,86270.37,NA,53508.71,121697.3,82110.04,135737.98,NA,161038.97,203050.14,100754.66
C13-label-17,TG(18:1_20:1_22:6),C63H109O6N,97478.23,222612.98,339080.66,441926.03,311583.38,NA,282451.41,241560.58,485025.53,775332.5,NA,779695,1092183.88,592031.38
C13-label-18,TG(18:1_20:1_22:6),C63H109O6N,2617264.25,2568532,4080396.75,5134818.5,5005011.5,NA,3206895.75,4622874.5,7144284,10193344,NA,8761381,13610949,7212260
C13-label-19,TG(18:1_20:1_22:6),C63H109O6N,1266503.38,1561097.12,2086988.12,2049092,2600470.75,NA,1695551.5,2996840.75,3572172.75,5177363.5,NA,4326450.5,6048139.5,3285396
C13-label-2,TG(18:1_20:1_22:6),C63H109O6N,9875525,12562861,16183732,14427772,19134586,NA,8217238.5,17992184,19252904,26995840,NA,18560704,33228112,16927256
C13-label-20,TG(18:1_20:1_22:6),C63H109O6N,417218.97,563122.94,529565.56,849605.5,741786.31,NA,394104.66,931834.19,1780175.5,2075521.88,NA,1766376,4771471.5,1840649.62
C13-label-21,TG(18:1_20:1_22:6),C63H109O6N,97795.09,135773.58,99078.77,195505.19,85025.79,NA,155425.89,166700.92,820507.56,869625.25,NA,899781.75,1648146,560168.44
C13-label-22,TG(18:1_20:1_22:6),C63H109O6N,0,0,0,0,0,NA,0,0,105727.68,92782.59,NA,142178.17,385235.16,0
C13-label-3,TG(18:1_20:1_22:6),C63H109O6N,3309009.75,4795108.5,5800200,6023498,6129700,NA,2831637.25,5838895.5,7277889.5,11589783,NA,7004814.5,12968340,5883153.5
C13-label-36,TG(18:1_20:1_22:6),C63H109O6N,0,0,57224.86,62591.07,52396.76,NA,43134.39,0,0,188209.67,NA,0,200025.58,0
C13-label-37,TG(18:1_20:1_22:6),C63H109O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,84986.71,71203.41
C13-label-4,TG(18:1_20:1_22:6),C63H109O6N,1087426.62,553606.56,1664994.62,1692492.12,856121.69,NA,880978.56,1847582.5,2231507.5,2986529.75,NA,2786255.25,3962173.25,1903416.38
C13-label-5,TG(18:1_20:1_22:6),C63H109O6N,452891.25,465638.75,536063.69,479623.34,305357.84,NA,252157.88,609116.75,538351.69,834437.81,NA,967908.75,1203570,466995.78
C13-label-6,TG(18:1_20:1_22:6),C63H109O6N,55953.53,0,0,0,113375.66,NA,96224.47,147675.45,113710.81,0,NA,62026.97,326899.03,198457.75
C13-label-7,TG(18:1_20:1_22:6),C63H109O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,89809.45,0
C12 PARENT,TG(18:1_20:3_22:6),C63H105O6N,57635376,61714832,56720004,84132960,97890152,NA,41881348,71205184,71259304,106987080,NA,63243072,79156992,60819948
C13-label-1,TG(18:1_20:3_22:6),C63H105O6N,42674292,40874732,39281532,57973948,68387808,NA,31337098,51096628,50064732,75488136,NA,44675536,57747068,44470012
C13-label-16,TG(18:1_20:3_22:6),C63H105O6N,65800.4,0,65081.49,186590.19,51234.92,NA,150136.08,189785.14,105959.41,188476.69,NA,62632.59,97142.46,71847.6
C13-label-17,TG(18:1_20:3_22:6),C63H105O6N,361398.88,115163.16,177560.95,376607.34,272576.72,NA,336407.53,206684.11,466669.91,592018.81,NA,313994.28,771766.5,324316.16
C13-label-18,TG(18:1_20:3_22:6),C63H105O6N,3031810.25,2711852,3095200,3994584,4597856.5,NA,4490194,4156954,5063930.5,8336047.5,NA,4784095.5,8525811,4418630
C13-label-19,TG(18:1_20:3_22:6),C63H105O6N,1456818.12,1952344,1287807.38,1926145,2521004.5,NA,1792290.88,1487931,3213257.25,3978524,NA,2110647.75,4623028.5,2821266.25
C13-label-2,TG(18:1_20:3_22:6),C63H105O6N,17021912,15880749,14602752,23353594,27240578,NA,11961989,20491758,20546244,34525476,NA,19025584,25222410,18869488
C13-label-20,TG(18:1_20:3_22:6),C63H105O6N,412335.41,174045.22,320015.41,423244.5,429281.88,NA,755764.31,484033.97,912307.19,1465533.88,NA,833293.31,2013213.88,938638.81
C13-label-21,TG(18:1_20:3_22:6),C63H105O6N,70321.47,0,0,146953.19,167429.86,NA,396041.84,0,216853.62,202741.95,NA,352759.5,708689.19,452314.5
C13-label-3,TG(18:1_20:3_22:6),C63H105O6N,5160079.5,4278192.5,5425043,7320476.5,7871586.5,NA,4329616.5,5784717.5,6755208.5,9530395,NA,6968238.5,8698002,6546655.5
C13-label-35,TG(18:1_20:3_22:6),C63H105O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,138440.34,255640.39
C13-label-36,TG(18:1_20:3_22:6),C63H105O6N,0,88124.21,57193.59,0,77818.07,NA,271703,0,282042.28,120790.68,NA,83465.71,500632.34,171440.52
C13-label-37,TG(18:1_20:3_22:6),C63H105O6N,0,0,35325.67,0,0,NA,0,0,0,0,NA,88129.72,90761.12,0
C13-label-38,TG(18:1_20:3_22:6),C63H105O6N,0,0,66094.52,0,0,NA,34770.34,0,0,0,NA,0,0,0
C13-label-40,TG(18:1_20:3_22:6),C63H105O6N,0,0,0,0,43915.47,NA,0,0,0,0,NA,0,0,0
C13-label-48,TG(18:1_20:3_22:6),C63H105O6N,0,0,0,0,0,NA,0,0,0,0,NA,42322.3,0,0
C12 PARENT,TG(18:1_20:4_22:6),C63H103O6N,130899936,126028728,109640032,195817296,232809280,NA,111217816,158875312,239248240,293948256,NA,221873136,273517216,223432048
C13-label-1,TG(18:1_20:4_22:6),C63H103O6N,94766592,88207048,76775016,141982960,180847408,NA,78604344,113894208,168819632,210525968,NA,170859600,197428560,162940736
C13-label-17,TG(18:1_20:4_22:6),C63H103O6N,176603.05,0,0,45518.77,216941.88,NA,49380.71,0,0,94344.3,NA,0,148133.77,118103.19
C13-label-18,TG(18:1_20:4_22:6),C63H103O6N,1149696.88,577912.44,1166020.62,1432543.62,1409527.5,NA,1424330.12,1096986.38,2011708.38,1724310.62,NA,1842005.62,2396295.25,1606766.12
C13-label-19,TG(18:1_20:4_22:6),C63H103O6N,618267.62,352227.03,571306.06,802571.69,564153.06,NA,634158.81,573053.31,1124811.75,1373815,NA,768690.56,1583810.38,926850.44
C13-label-2,TG(18:1_20:4_22:6),C63H103O6N,37049988,34137232,31703110,55504932,70021752,NA,34306680,47020116,71205632,90316224,NA,71904872,85682984,71956440
C13-label-20,TG(18:1_20:4_22:6),C63H103O6N,0,0,0,0,85805.3,NA,0,0,0,130855.04,NA,0,142941.19,0
C13-label-3,TG(18:1_20:4_22:6),C63H103O6N,10538920,10822221,9512992,15999253,18895050,NA,10802527,14681172,19396876,26950498,NA,21926568,27627768,23639456
C13-label-63,TG(18:1_20:4_22:6),C63H103O6N,0,0,0,0,0,NA,0,0,0,76709.52,NA,0,0,0
C13-label-8,TG(18:1_20:4_22:6),C63H103O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,0,104336.95
C12 PARENT,TG(18:1_20:4_24:5),C65H109O6N,3210466.25,4240568.5,7374924.5,9306124,13220075,NA,4878982,4855846,7891679.5,11696163,NA,7953993.5,7923314.5,7043672
C13-label-1,TG(18:1_20:4_24:5),C65H109O6N,2532146.25,2638309,5881478.5,7135574,8619100,NA,2931506.75,3726916.75,6354872.5,8225954.5,NA,6934649.5,7727532,6081090
C13-label-17,TG(18:1_20:4_24:5),C65H109O6N,0,0,79053.67,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-2,TG(18:1_20:4_24:5),C65H109O6N,1318280.12,1167533,2206089.25,3172212,4433852.5,NA,1761341,1598630,3357269,4105567.25,NA,3255549.25,4861236,2983919.25
C13-label-3,TG(18:1_20:4_24:5),C65H109O6N,384464.75,0,1008272,1089528.62,1199138.38,NA,542557.81,486671.47,903450,1639845.62,NA,1328053,1745044.62,959312.44
C13-label-4,TG(18:1_20:4_24:5),C65H109O6N,165458.97,0,471911.25,118600.53,235653.38,NA,100097.52,0,164646.55,910996.31,NA,229783.73,505717.66,232942.48
C12 PARENT,TG(18:1_22:1_20:3),C63H115O6N,3893426,5340822,5019421,8558471,8564679,NA,4673713.5,7357161.5,6507836,7116200,NA,8943551,9779245,8768889
C13-label-1,TG(18:1_22:1_20:3),C63H115O6N,2571607.25,4112986,2091084.62,5856598.5,5895846,NA,3328944,4919968,4566424.5,3290172.75,NA,6355910.5,6904069.5,6088141.5
C13-label-17,TG(18:1_22:1_20:3),C63H115O6N,0,0,0,6841.87,0,NA,0,0,0,0,NA,0,0,0
C13-label-18,TG(18:1_22:1_20:3),C63H115O6N,0,15440.12,0,24182.41,24373.2,NA,14048.49,22178.44,17699.03,24747,NA,21053.43,31771.97,20329.92
C13-label-19,TG(18:1_22:1_20:3),C63H115O6N,0,0,0,12815.02,21180.24,NA,5659.55,17286.23,14580.98,5465.72,NA,11203.79,10392.52,5622.08
C13-label-2,TG(18:1_22:1_20:3),C63H115O6N,930067.69,1439906.38,751303.81,2442721.75,2521792.25,NA,963931.19,1848810.88,1887156.12,1440983.38,NA,2923016,3278134.25,2593953.75
C13-label-3,TG(18:1_22:1_20:3),C63H115O6N,947993.69,2191526.75,0,1784896.12,1958446.5,NA,609322.69,2395422.25,941564,969766.5,NA,1148087.12,1239307.88,992833.81
C13-label-52,TG(18:1_22:1_20:3),C63H115O6N,0,0,0,0,0,NA,7357.25,0,0,0,NA,0,0,0
C13-label-58,TG(18:1_22:1_20:3),C63H115O6N,6735.59,0,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-60,TG(18:1_22:1_20:3),C63H115O6N,0,0,0,0,4647.82,NA,0,0,0,0,NA,0,0,0
C12 PARENT,TG(18:1_22:5_22:6),C65H105O6N,32713904,29552442,34096548,52513676,75274544,NA,36778380,39302116,60961760,88332984,NA,50870164,55695852,48930656
C13-label-1,TG(18:1_22:5_22:6),C65H105O6N,23210544,20181670,25660954,40591520,54256244,NA,26881454,28668248,41895184,62383004,NA,39594180,41504316,36059516
C13-label-17,TG(18:1_22:5_22:6),C65H105O6N,58371.47,0,65169.9,101306.91,202031.69,NA,247700.23,228864.56,289393.72,575362.5,NA,290693.84,184189.7,230967.14
C13-label-18,TG(18:1_22:5_22:6),C65H105O6N,1305476.38,907109.5,2193216,2392525.25,3114638.75,NA,3133678.75,1541664.88,4709375,6338661.5,NA,4345006,6140548.5,4047798
C13-label-19,TG(18:1_22:5_22:6),C65H105O6N,879421.81,341207.62,957885.44,1428017.88,1527460.12,NA,1521113.12,967429.19,2378980.25,3488332,NA,2053554,3404618,2007741.88
C13-label-2,TG(18:1_22:5_22:6),C65H105O6N,9127743,9474760,10069784,17090848,22593566,NA,12741588,12860597,18329370,27503606,NA,17168040,19241734,16161899
C13-label-20,TG(18:1_22:5_22:6),C65H105O6N,200440.58,53930.7,44647.41,344747.34,520216.47,NA,508400.38,0,939226.81,594893.25,NA,454811.34,971785.94,489015.75
C13-label-22,TG(18:1_22:5_22:6),C65H105O6N,0,0,0,0,0,NA,0,0,0,123588.05,NA,71156.98,0,0
C13-label-24,TG(18:1_22:5_22:6),C65H105O6N,0,0,54835.25,0,77431.23,NA,36609.54,0,0,0,NA,0,0,0
C13-label-3,TG(18:1_22:5_22:6),C65H105O6N,2872474.25,2192297,3199602,4849797.5,5962959.5,NA,4402452,3622382,6244736,9543839,NA,4884283,6226855.5,4834698
C13-label-4,TG(18:1_22:5_22:6),C65H105O6N,844280.31,763090.25,866337.31,904467.5,1947842.38,NA,1301182,842189.31,1814482.38,2682311.25,NA,1570456.62,2054911.62,1502973.12
C13-label-42,TG(18:1_22:5_22:6),C65H105O6N,0,0,0,76074.08,0,NA,0,0,0,0,NA,0,0,0
C13-label-8,TG(18:1_22:5_22:6),C65H105O6N,0,0,0,65173.75,42209.94,NA,0,0,0,0,NA,0,0,0
C12 PARENT,TG(18:1_22:6_24:6),C67H107O6N,4348186.5,3838604.75,6742226,6982074.5,10104725,NA,5399556.5,4709532.5,9578008,14227116,NA,11268257,12613016,9092161
C13-label-1,TG(18:1_22:6_24:6),C67H107O6N,3914028.75,3585586.75,4934442,4814398.5,7465394,NA,4017643.25,3631463.25,7654866.5,9884661,NA,8274635.5,10942557,6303509.5
C13-label-17,TG(18:1_22:6_24:6),C67H107O6N,0,0,0,0,0,NA,0,0,0,81432.26,NA,73901.61,0,142907.89
C13-label-18,TG(18:1_22:6_24:6),C67H107O6N,301623.44,153273.83,492896.12,316926.09,934032.94,NA,592311.69,585387.56,1162818.62,2021715.62,NA,1698408.5,2464594.75,1270560.88
C13-label-19,TG(18:1_22:6_24:6),C67H107O6N,147371.69,0,293568.53,250602.36,434188.97,NA,329437.34,167721.17,704563.5,1048970.12,NA,684431.81,1129141.12,798526.75
C13-label-2,TG(18:1_22:6_24:6),C67H107O6N,1577417.62,1755959.38,2178697,2420422.25,3378719.25,NA,2543541.25,2177887.75,4227126.5,5318708.5,NA,3800390,6082672,4459932.5
C13-label-20,TG(18:1_22:6_24:6),C67H107O6N,191240.38,0,0,86497.54,226753.48,NA,189621.08,169485.91,126867.9,569450.56,NA,698350.81,569588.56,148524.28
C13-label-21,TG(18:1_22:6_24:6),C67H107O6N,0,0,0,0,0,NA,95143.62,0,89105.6,354002.5,NA,98275.04,176784.3,86765.51
C13-label-3,TG(18:1_22:6_24:6),C67H107O6N,867911.31,798176.69,707981.31,1033437.5,1191155.62,NA,894791.69,804704.81,1307615.38,2415256,NA,1701361.38,2643760.5,1296794.38
C13-label-4,TG(18:1_22:6_24:6),C67H107O6N,128100.66,60811.48,258124.27,112370.9,401545.09,NA,339874.84,0,652013.25,800079.81,NA,638556.31,708269.69,238791.11
C13-label-5,TG(18:1_22:6_24:6),C67H107O6N,0,0,0,0,0,NA,39779.09,0,0,172319.05,NA,100775.28,214006.92,118766.54
C13-label-59,TG(18:1_22:6_24:6),C67H107O6N,0,0,34336.87,0,0,NA,0,0,0,0,NA,0,0,0
C12 PARENT,TG(18:1_24:5_22:6),C67H109O6N,2697537.75,3040157,6554397.5,6502078.5,10104946,NA,4621665.5,4183025.75,11721732,13948453,NA,10651523,13049155,9184083
C13-label-1,TG(18:1_24:5_22:6),C67H109O6N,2732524.5,2187431.75,4702012.5,4994364,8017245.5,NA,3794955,2592357.75,7813094.5,10075112,NA,8697057,10222165,6687033.5
C13-label-2,TG(18:1_24:5_22:6),C67H109O6N,1642197.12,983408.94,2142866.75,2462307,3457060,NA,1971200.38,1730122.62,4766104.5,5632109.5,NA,4583679.5,5555176,4094559.75
C13-label-3,TG(18:1_24:5_22:6),C67H109O6N,610596.94,136295.52,840172.56,816958.19,1330430.75,NA,654530.31,427152.78,1539064.12,2668984.5,NA,1819315.5,2165138,1366668.88
C13-label-4,TG(18:1_24:5_22:6),C67H109O6N,83575.64,217939.12,334781.59,373894.59,311200.53,NA,227740.89,0,475613.88,624243.19,NA,571240,642725.81,406459.88
C12 PARENT,TG(19:0_18:1_20:3),C60H111O6N,8515105,12149453,5705761.5,9462355,8619387,NA,3217680.25,13799749,4677615.5,6164739.5,NA,4193794.75,5774991.5,4131262.25
C13-label-1,TG(19:0_18:1_20:3),C60H111O6N,5497778,8367696,3737233.75,6028630.5,5533466.5,NA,2086094.88,9093201,2829439.25,4213081.5,NA,2740172.75,3924222.75,3025130.75
C13-label-12,TG(19:0_18:1_20:3),C60H111O6N,0,0,19768.34,13978.47,18540.44,NA,19271.19,36630.84,18931.05,11175.2,NA,27282.98,25483.34,17812.03
C13-label-17,TG(19:0_18:1_20:3),C60H111O6N,12621.6,10785.76,34995.24,27616.31,30602.06,NA,13682.47,93463.98,19609.01,71171.73,NA,10606.59,71538.82,42629.36
C13-label-18,TG(19:0_18:1_20:3),C60H111O6N,307187.53,551140.5,287462.34,526841.5,491842.41,NA,332916,874918.44,399595.91,697013.75,NA,505603.09,890898.56,549302.88
C13-label-19,TG(19:0_18:1_20:3),C60H111O6N,196399.08,275283.84,166498.73,269923.59,204983.33,NA,141917.95,372499.88,142252.3,379051.38,NA,254286.7,408654.09,308786.62
C13-label-2,TG(19:0_18:1_20:3),C60H111O6N,2003224.12,2980014,1345596.62,2291521.25,2300036,NA,761458.44,3753872.75,1256846.5,1757536.38,NA,1107642.38,1644175.62,1072317.62
C13-label-20,TG(19:0_18:1_20:3),C60H111O6N,81193.43,104523.65,25373.16,119411.66,99963.52,NA,35643.52,114903.62,55913.4,148908.98,NA,79550.02,212334.42,96428.96
C13-label-21,TG(19:0_18:1_20:3),C60H111O6N,17911.75,15970.62,0,15114.81,28021.64,NA,0,37179.41,10576.95,89871.88,NA,14105.35,40163.95,22537.96
C13-label-22,TG(19:0_18:1_20:3),C60H111O6N,0,0,0,0,0,NA,0,0,0,28743.22,NA,0,0,0
C13-label-36,TG(19:0_18:1_20:3),C60H111O6N,0,0,0,0,0,NA,0,0,0,15880.55,NA,0,13096.43,0
C13-label-6,TG(19:0_18:1_20:3),C60H111O6N,0,0,0,0,0,NA,0,34099.79,0,0,NA,0,0,0
C12 PARENT,TG(22:4_16:0_20:0),C61H113O6N,20587014,23878602,19922906,20397026,16615907,NA,13710757,17188062,19272176,21335090,NA,19815294,16696249,18979752
C13-label-1,TG(22:4_16:0_20:0),C61H113O6N,14504515,15840183,11697597,11730956,11226721,NA,9885409,12095981,15160020,11999348,NA,14406311,11812289,12810177
C13-label-17,TG(22:4_16:0_20:0),C61H113O6N,0,0,0,0,0,NA,422361.91,0,348067.06,118000.8,NA,228715.52,188649.52,444413.84
C13-label-18,TG(22:4_16:0_20:0),C61H113O6N,3168304,3635149.75,3068726,2881251,2581959.75,NA,6028058,3304524.75,5152604.5,6083883.5,NA,6826340.5,5515653.5,6141789.5
